id	program_id	problem_key	version	domain	title	difficulty_level	full_text	definition	status
00000000-0000-4000-8000-000000000113	00000000-0000-4000-8000-000000000001	NORMAL-13	1	FRACTIONS	Remaining juice	2	A bottle holds 2 liters of juice. Three quarters of it is used. How many liters remain?	{"expected_final_result":{"unit":"liters","value":"0.5"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000114	00000000-0000-4000-8000-000000000001	NORMAL-14	1	FRACTIONS	Ribbon pieces	2	A 6-meter ribbon is cut into pieces that are each 3/4 meter long. How many pieces are made?	{"expected_final_result":{"unit":"pieces","value":"8"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000115	00000000-0000-4000-8000-000000000001	NORMAL-15	1	DECIMALS	Fruit weight	1	A bag of oranges weighs 2.4 kg and a bag of apples weighs 1.7 kg. What is their total weight?	{"expected_final_result":{"unit":"kg","value":"4.1"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000116	00000000-0000-4000-8000-000000000001	NORMAL-16	1	DECIMALS	Change from ten dollars	1	A notebook costs $3.65. How much change do you get from $10?	{"expected_final_result":{"unit":"USD","value":"6.35"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000117	00000000-0000-4000-8000-000000000001	NORMAL-17	1	DECIMALS	Running distance	2	Emma runs 1.25 km in the morning and 2.6 km in the evening. How far does she run in total?	{"expected_final_result":{"unit":"km","value":"3.85"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000118	00000000-0000-4000-8000-000000000001	NORMAL-18	1	DECIMALS	Water used	2	A tank contains 12.5 liters of water. After 4.8 liters are used, how much water remains?	{"expected_final_result":{"unit":"liters","value":"7.7"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000119	00000000-0000-4000-8000-000000000001	NORMAL-19	1	PERCENT	Store discount	2	A game costs $40 and is discounted by 25%. How many dollars is the discount?	{"expected_final_result":{"unit":"USD","value":"10"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000120	00000000-0000-4000-8000-000000000001	NORMAL-20	1	PERCENT	Test score	2	A student answers 18 out of 20 questions correctly. What percentage is correct?	{"expected_final_result":{"unit":"percent","value":"90"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000121	00000000-0000-4000-8000-000000000001	NORMAL-21	1	PERCENT	Class attendance	2	There are 30 students in a class. If 80% are present, how many students are present?	{"expected_final_result":{"unit":"students","value":"24"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000122	00000000-0000-4000-8000-000000000001	NORMAL-22	1	PERCENT	Bike price after discount	3	A bicycle costs $120. It is discounted by 15%. What is the sale price?	{"expected_final_result":{"unit":"USD","value":"102"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000123	00000000-0000-4000-8000-000000000001	NORMAL-23	1	RATIO	Red and blue beads	2	The ratio of red beads to blue beads is 3:5. If there are 15 red beads, how many blue beads are there?	{"expected_final_result":{"unit":"beads","value":"25"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000124	00000000-0000-4000-8000-000000000001	NORMAL-24	1	RATIO	Juice mixture	2	A drink uses 2 cups of juice for every 3 cups of water. If 6 cups of water are used, how many cups of juice are needed?	{"expected_final_result":{"unit":"cups","value":"4"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000125	00000000-0000-4000-8000-000000000001	NORMAL-25	1	RATIO	Map distance	3	On a map, 1 cm represents 5 km. Two towns are 7 cm apart on the map. How far apart are they in real life?	{"expected_final_result":{"unit":"km","value":"35"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000126	00000000-0000-4000-8000-000000000001	NORMAL-26	1	RATIO	Pet food	2	A dog eats 3 cups of food every 2 days. At the same rate, how many cups will it eat in 8 days?	{"expected_final_result":{"unit":"cups","value":"12"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000127	00000000-0000-4000-8000-000000000001	NORMAL-27	1	GEOMETRY	Garden perimeter	1	A rectangular garden is 9 meters long and 5 meters wide. What is its perimeter?	{"expected_final_result":{"unit":"meters","value":"28"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000128	00000000-0000-4000-8000-000000000001	NORMAL-28	1	GEOMETRY	Room area	1	A rectangular room is 8 meters long and 6 meters wide. What is its area?	{"expected_final_result":{"unit":"square meters","value":"48"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000129	00000000-0000-4000-8000-000000000001	NORMAL-29	1	GEOMETRY	Square fence	1	A square playground has side length 11 meters. How many meters of fence are needed around it?	{"expected_final_result":{"unit":"meters","value":"44"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000130	00000000-0000-4000-8000-000000000001	NORMAL-30	1	GEOMETRY	Triangle area	3	A triangle has a base of 10 cm and a height of 6 cm. What is its area?	{"expected_final_result":{"unit":"square centimeters","value":"30"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000131	00000000-0000-4000-8000-000000000001	NORMAL-31	1	GEOMETRY	Box volume	3	A rectangular box is 5 cm long, 4 cm wide, and 3 cm high. What is its volume?	{"expected_final_result":{"unit":"cubic centimeters","value":"60"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000132	00000000-0000-4000-8000-000000000001	NORMAL-32	1	GEOMETRY	Missing rectangle side	2	A rectangle has an area of 54 square meters and a length of 9 meters. What is its width?	{"expected_final_result":{"unit":"meters","value":"6"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000133	00000000-0000-4000-8000-000000000001	NORMAL-33	1	TIME	School day length	1	School starts at 8:15 a.m. and ends at 2:45 p.m. How long is the school day?	{"expected_final_result":{"unit":"hours","value":"6.5"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000134	00000000-0000-4000-8000-000000000001	NORMAL-34	1	TIME	Movie ending time	2	A movie starts at 6:35 p.m. and lasts 1 hour 50 minutes. At what time does it end?	{"expected_final_result":{"unit":"time","value":"8:25 p.m."},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000135	00000000-0000-4000-8000-000000000001	NORMAL-35	1	TIME	Trip duration	2	A train leaves at 9:40 a.m. and arrives at 12:10 p.m. How long is the trip?	{"expected_final_result":{"unit":"duration","value":"2 hours 30 minutes"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000136	00000000-0000-4000-8000-000000000001	NORMAL-36	1	TIME	Practice schedule	1	Soccer practice lasts 75 minutes. How many hours and minutes is that?	{"expected_final_result":{"unit":"duration","value":"1 hour 15 minutes"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000137	00000000-0000-4000-8000-000000000001	NORMAL-37	1	MONEY	Buying lunch	1	A sandwich costs $5.75 and a drink costs $1.50. What is the total cost?	{"expected_final_result":{"unit":"USD","value":"7.25"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000138	00000000-0000-4000-8000-000000000001	NORMAL-38	1	MONEY	Saving for headphones	2	Headphones cost $54. Ava already has $18 and saves $6 each week. How many more weeks must she save?	{"expected_final_result":{"unit":"weeks","value":"6"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000139	00000000-0000-4000-8000-000000000001	NORMAL-39	1	MULTISTEP	Field trip buses	3	A school takes 168 students on a trip. Each bus holds 42 students. How many buses are needed?	{"expected_final_result":{"unit":"buses","value":"4"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
00000000-0000-4000-8000-000000000140	00000000-0000-4000-8000-000000000001	NORMAL-40	1	MULTISTEP	Party supplies	3	For a party, 5 tables each need 4 plates and 3 cups. How many plates and cups are needed altogether?	{"expected_final_result":{"unit":"items","value":"35"},"workspace_slots":[],"assignable":[],"invalid_assignments":[],"fact_establishments":[],"sufficiency_dependencies":[],"gates":[],"completion_rule":{"requires_slots_filled":[]}}	DRAFT
